sample_id,source_dataset,group_id,split,reference_point_count,model_point_count,retained_internal_knots,normalized_input_refit_mse,normalized_reference_mse,normalized_reference_rms,normalized_point_distance_p95,normalized_point_distance_max,normalized_symmetric_chamfer_mse,normalized_hausdorff,original_unit_reference_mse,original_unit_reference_rms,network_batch_time_ms,network_amortized_time_ms
uji2_06891_stroke_01,uji_pen_characters_v2,tst_UPV_W36,test,15,192,6,4.7873794437400014e-05,0.00010025834621031308,0.01001290897842945,0.016711211819856884,0.017238939439519655,5.4361006443384526e-05,0.017321787816235164,0.0001796249190208619,0.013402422132616996,26.076350011862814,1.629771875741426
uji2_04480_stroke_00,uji_pen_characters_v2,tst_UPV_W24,test,25,192,14,1.567858988958338e-05,4.177993515361962e-05,0.0064637400283133,0.01653091998868552,0.0185658360107388,1.842336692265644e-05,0.017075393054012702,0.0005333354551742049,0.023094056706741778,26.076350011862814,1.629771875741426
uji2_05719_stroke_00,uji_pen_characters_v2,tst_UPV_W30,test,52,192,11,0.0008556227432609604,0.0011843671008634113,0.03441463498082482,0.06954699270576233,0.1287175493101805,0.0002671268381201946,0.11925498846411729,0.015964442746372327,0.1263504758454527,26.076350011862814,1.629771875741426
uji2_11501_stroke_01,uji_pen_characters_v2,tst_UPV_W60,test,19,192,10,5.711150388614217e-05,0.00013062442222560035,0.011429104174238694,0.01849171942421555,0.04352665925008671,2.7052521551690197e-05,0.0406084399099253,0.0004292201995673876,0.0207176301629165,26.076350011862814,1.629771875741426
uji2_09718_stroke_00,uji_pen_characters_v2,tst_UPV_W51,test,37,192,20,7.951576264070542e-05,0.00019832543853941115,0.01408280648661378,0.03021324420686035,0.04875476855632137,5.121437170580123e-05,0.0432274348662262,0.004010951858601975,0.06333207606420284,26.076350011862814,1.629771875741426
uji2_02882_stroke_00,uji_pen_characters_v2,tst_UJI_W15,test,19,192,8,5.2333693864622506e-05,0.00012381081124770939,0.01112703065726474,0.01744053238907105,0.03806135833493051,3.265132734964274e-05,0.03623319215142366,0.000848021841427969,0.029120814573565232,19.328399997903034,1.2080249998689396
uji2_08024_stroke_00,uji_pen_characters_v2,tst_UPV_W42,test,32,192,12,1.0479465659920445e-05,1.656365057935978e-05,0.004069846505626445,0.007450293519367436,0.009971596280105589,2.1113935266224295e-05,0.009214186868290408,0.0003295157033871531,0.018152567404837065,19.328399997903034,1.2080249998689396
uji2_10947_stroke_02,uji_pen_characters_v2,tst_UPV_W57,test,9,192,7,2.7598299337384458e-05,6.0757831340167416e-05,0.007794730998576372,0.01571945071872528,0.019637072288062052,2.9542317001556308e-05,0.019248943557912877,8.341844252083185e-05,0.00913336972430394,19.328399997903034,1.2080249998689396
uji2_08725_stroke_01,uji_pen_characters_v2,tst_UPV_W45,test,15,192,5,1.907681270524292e-05,3.494037841234615e-05,0.005911038691494596,0.011262076252776735,0.011667810463906367,2.2394729411956253e-05,0.0116066703518362,0.00013021678292103015,0.01141125685106729,19.328399997903034,1.2080249998689396
uji2_05797_stroke_00,uji_pen_characters_v2,tst_UPV_W30,test,10,192,15,1.5068582118316975e-06,3.605648343290045e-06,0.0018988544818626953,0.0028306910096460294,0.0031784371350078475,9.716416925470425e-06,0.005242579516082935,3.2283191382516533e-06,0.0017967523864605422,19.328399997903034,1.2080249998689396
uji2_04590_stroke_01,uji_pen_characters_v2,tst_UPV_W24,test,11,192,11,8.96867640037965e-06,2.5824271145597933e-05,0.005081758666603318,0.00965669886454176,0.009905913639799509,1.1918549304211468e-05,0.009005971730617067,3.780157766290825e-05,0.006148298761682637,19.328399997903034,1.2080249998689396
uji2_11050_stroke_00,uji_pen_characters_v2,tst_UPV_W57,test,12,192,12,2.1445821013134755e-05,6.875544805421328e-05,0.00829189049941045,0.0175531379049457,0.018069771452832874,2.694644588323288e-05,0.017161896302842712,8.302965463513867e-05,0.009112060943339804,19.328399997903034,1.2080249998689396
uji2_05773_stroke_01,uji_pen_characters_v2,tst_UPV_W30,test,13,192,4,4.2246422940602416e-05,0.00010329366013690193,0.010163348864272146,0.018772540519892456,0.020580769260212954,5.171378314616666e-05,0.019766545823140066,0.00016216741456785924,0.012734497028460105,19.328399997903034,1.2080249998689396
uji2_05700_stroke_00,uji_pen_characters_v2,tst_UPV_W30,test,27,192,9,9.804921606359578e-05,0.00020272673426510637,0.014238213872010293,0.02550680740352371,0.05967485262039153,4.950911217028311e-05,0.05035586213999478,0.001237459605741794,0.035177544055004666,19.328399997903034,1.2080249998689396
